Potencial do Jogador,Idade,Posicao,Gols,Assistencias,Chutes ao Gol,Precisao de Passe,Desarmes,Interceptacoes,Faltas,Cartoes Amarelos,Cartoes Vermelhos,Historico de Lesoes,Altura do Jogador (cm),Peso do Jogador (kg),Cidade Natal,Pe Dominante
53,22,Goalkeeper,6,3,7,87.5,2,6,1,0,0,None,170,79,Faro,Ambidestro
56,22,Goalkeeper,5,2,13,96.0,1,5,3,0,0,None,165,89,Coimbra,Direito
88,27,Midfielder,2,0,8,98.0,2,1,2,0,0,Low,158,51,Faro,Direito
80,34,Forward,6,4,13,82.1,1,1,1,0,0,None,157,91,Coimbra,Ambidestro
63,34,Goalkeeper,4,4,5,83.5,1,1,0,0,0,High,187,80,Coimbra,Ambidestro
65,34,Forward,2,4,9,92.6,2,5,0,0,0,Medium,151,53,Faro,Esquerdo
73,18,Forward,10,1,8,96.1,1,1,2,0,0,Low,168,95,Porto,Direito
53,28,Midfielder,5,1,10,85.2,0,1,3,0,0,Low,151,72,Lisboa,Ambidestro
93,25,Defender,5,8,11,97.2,0,1,3,1,0,Low,203,71,Lisboa,Esquerdo
58,24,Forward,7,3,16,86.4,2,1,0,0,0,None,186,86,Coimbra,Ambidestro
70,21,Goalkeeper,7,1,12,91.0,2,1,0,0,0,Low,175,83,Porto,Ambidestro
88,27,Goalkeeper,9,2,11,84.0,0,2,2,0,0,Low,189,99,Porto,Ambidestro
94,17,Goalkeeper,3,3,6,82.6,3,3,1,1,0,None,181,57,Lisboa,Direito
84,27,Goalkeeper,6,6,11,78.9,1,5,3,1,0,None,208,71,Porto,Ambidestro
52,31,Midfielder,7,1,8,82.7,1,1,2,1,0,High,161,92,Porto,Direito
65,28,Forward,7,5,16,97.8,2,1,1,0,0,Medium,164,75,Porto,Direito
84,31,Midfielder,4,3,11,87.4,1,0,1,1,0,Medium,190,74,Coimbra,Direito
54,28,Defender,5,3,7,87.4,2,2,0,0,0,Medium,167,85,Faro,Esquerdo
84,34,Forward,3,3,8,89.8,3,2,2,0,0,High,154,68,Faro,Direito
69,29,Forward,7,2,15,76.4,3,3,0,0,0,Medium,184,60,Porto,Esquerdo
95,28,Forward,3,3,11,87.4,3,1,1,0,0,Medium,181,72,Porto,Esquerdo
89,25,Defender,7,2,10,82.8,1,4,0,0,0,Medium,182,97,Coimbra,Direito
98,22,Midfielder,0,4,12,97.1,3,1,1,0,0,Low,194,66,Lisboa,Ambidestro
53,20,Forward,5,2,9,85.8,2,3,2,1,0,High,163,56,Lisboa,Direito
76,32,Forward,4,5,13,90.3,3,2,1,0,0,Low,205,51,Coimbra,Ambidestro
91,24,Goalkeeper,1,3,8,81.6,1,3,0,0,0,Low,156,65,Porto,Direito
80,21,Defender,8,2,13,75.6,2,4,2,0,0,High,194,77,Lisboa,Esquerdo
56,31,Goalkeeper,5,0,7,85.6,4,1,2,1,0,High,207,77,Braga,Esquerdo
86,21,Goalkeeper,6,1,11,82.0,1,4,3,0,0,Medium,165,58,Porto,Esquerdo
63,21,Midfielder,3,4,12,94.9,3,2,0,0,0,None,196,83,Lisboa,Esquerdo
69,33,Goalkeeper,3,2,11,96.1,1,1,2,0,0,Low,202,77,Faro,Direito
65,16,Defender,3,2,8,88.5,2,2,1,0,0,High,199,53,Faro,Esquerdo
74,32,Defender,1,1,10,98.8,0,1,0,0,0,Low,197,88,Coimbra,Esquerdo
87,32,Forward,1,4,4,84.4,3,1,2,1,0,None,167,56,Porto,Esquerdo
61,16,Midfielder,4,4,10,98.2,3,0,2,1,0,Low,191,88,Lisboa,Direito
70,26,Forward,8,2,7,99.6,1,0,0,0,0,None,185,96,Faro,Ambidestro
73,28,Goalkeeper,2,2,12,71.3,3,0,0,0,0,Low,197,59,Braga,Direito
95,16,Forward,1,3,12,82.3,2,5,1,0,0,None,156,91,Porto,Direito
87,23,Defender,6,4,13,76.8,2,2,3,1,0,Low,186,68,Coimbra,Direito
87,21,Defender,7,1,9,81.0,4,3,1,0,0,Medium,184,89,Lisboa,Esquerdo
67,20,Goalkeeper,7,5,8,99.2,4,3,0,0,0,Low,199,62,Lisboa,Ambidestro
57,20,Forward,2,4,13,95.7,2,1,1,0,0,None,189,83,Porto,Ambidestro
52,21,Defender,9,4,11,76.2,3,1,2,1,0,None,156,76,Coimbra,Esquerdo
81,28,Defender,7,4,9,84.6,1,1,0,0,0,None,165,96,Faro,Direito
94,33,Midfielder,4,5,11,92.8,5,2,0,0,0,Medium,155,72,Braga,Ambidestro
92,28,Forward,6,4,6,70.6,3,1,1,0,0,Low,159,64,Porto,Esquerdo
82,22,Forward,5,3,14,96.8,1,0,0,1,0,Low,201,83,Faro,Direito
90,23,Midfielder,5,4,15,94.1,3,3,0,0,0,None,166,61,Coimbra,Esquerdo
93,32,Defender,3,1,12,80.3,1,3,0,0,0,None,203,76,Lisboa,Esquerdo
59,16,Midfielder,7,2,6,72.0,2,3,0,0,0,Medium,174,98,Faro,Esquerdo
75,31,Midfielder,2,3,8,99.6,1,4,3,0,0,None,154,55,Braga,Esquerdo
61,26,Midfielder,5,0,4,75.4,0,3,1,0,0,Medium,185,50,Coimbra,Ambidestro
78,19,Defender,11,5,10,89.3,3,4,0,1,0,None,207,82,Porto,Ambidestro
73,19,Goalkeeper,8,6,8,83.3,0,1,2,0,0,Low,152,98,Faro,Esquerdo
99,32,Goalkeeper,3,4,10,83.8,2,2,1,0,0,High,160,58,Porto,Esquerdo
98,32,Goalkeeper,9,3,12,82.0,0,1,0,0,0,None,166,58,Braga,Esquerdo
53,25,Midfielder,5,5,11,98.8,2,2,0,1,0,None,175,99,Faro,Direito
92,21,Goalkeeper,4,1,14,78.5,3,3,0,1,0,Medium,186,93,Braga,Ambidestro
53,32,Forward,3,3,12,98.4,2,2,2,0,0,High,192,97,Porto,Esquerdo
82,33,Goalkeeper,10,1,7,90.8,0,4,1,0,0,Medium,184,94,Faro,Direito
54,25,Defender,4,1,11,73.2,0,2,3,0,0,Medium,179,85,Porto,Direito
60,28,Midfielder,4,3,12,97.0,0,3,0,1,0,None,158,72,Braga,Direito
61,31,Midfielder,6,3,13,97.9,1,2,3,0,0,High,161,69,Coimbra,Direito
90,22,Goalkeeper,1,6,8,84.9,2,1,1,0,0,Medium,164,85,Porto,Direito
63,30,Midfielder,0,6,11,79.8,3,4,0,0,0,Medium,204,74,Braga,Direito
61,17,Midfielder,4,2,14,99.6,0,3,1,0,1,Low,195,73,Faro,Direito
78,20,Midfielder,3,1,11,72.5,3,2,0,0,0,Medium,174,92,Braga,Ambidestro
70,32,Midfielder,6,5,10,89.3,2,1,2,1,0,None,203,76,Faro,Ambidestro
100,20,Forward,4,1,7,75.9,2,0,1,0,0,Medium,172,65,Faro,Ambidestro
55,23,Defender,3,5,8,73.3,6,2,3,0,0,High,166,71,Porto,Esquerdo
79,30,Forward,4,0,8,75.8,2,3,2,0,0,None,196,55,Porto,Esquerdo
53,23,Goalkeeper,5,3,9,86.5,2,1,2,0,0,High,153,56,Faro,Esquerdo
59,18,Goalkeeper,6,3,16,83.2,0,0,1,0,0,High,172,56,Faro,Direito
73,32,Midfielder,8,4,12,88.1,0,2,0,0,0,Medium,161,82,Coimbra,Esquerdo
78,31,Midfielder,3,6,5,83.3,2,4,0,0,0,Low,175,61,Faro,Esquerdo
71,31,Goalkeeper,3,1,17,99.3,2,1,0,0,0,Medium,198,98,Coimbra,Ambidestro
100,34,Midfielder,4,1,10,81.8,0,2,1,1,0,Medium,150,50,Braga,Esquerdo
66,27,Forward,3,3,9,71.5,2,2,0,0,0,None,180,99,Faro,Ambidestro
78,30,Midfielder,8,4,10,79.3,1,1,1,0,0,Low,188,64,Coimbra,Ambidestro
79,23,Forward,2,4,3,82.9,3,2,1,0,0,None,161,56,Lisboa,Direito
56,18,Defender,5,1,11,98.4,1,4,0,0,0,Low,160,60,Lisboa,Ambidestro
71,33,Forward,1,6,9,86.9,5,2,0,1,0,Low,200,98,Faro,Esquerdo
64,19,Goalkeeper,5,4,9,96.6,1,4,0,0,0,High,152,57,Faro,Direito
78,23,Goalkeeper,6,5,11,74.1,4,5,0,0,0,High,182,91,Coimbra,Esquerdo
56,29,Goalkeeper,11,2,6,89.3,2,2,0,0,1,Low,208,66,Lisboa,Direito
53,32,Forward,9,2,9,89.1,1,0,0,0,0,High,179,83,Coimbra,Direito
95,21,Defender,5,2,13,78.1,2,1,0,1,0,None,196,68,Porto,Ambidestro
99,20,Goalkeeper,7,2,12,81.9,1,1,0,0,0,None,175,84,Porto,Esquerdo
84,29,Midfielder,9,3,12,96.8,3,6,0,0,0,High,164,92,Coimbra,Esquerdo
89,21,Forward,3,2,11,99.2,1,6,2,0,0,None,169,84,Coimbra,Esquerdo
85,27,Defender,5,3,11,85.3,0,0,0,0,0,None,180,90,Porto,Direito
84,24,Forward,4,1,9,93.4,2,2,1,0,0,Low,153,80,Coimbra,Ambidestro
78,16,Forward,4,4,12,85.3,1,0,1,1,0,None,176,69,Coimbra,Ambidestro
64,33,Defender,5,0,11,99.1,0,1,1,0,0,Medium,183,75,Braga,Ambidestro
80,21,Forward,5,2,11,97.0,2,2,2,1,0,Low,194,52,Porto,Esquerdo
53,20,Goalkeeper,4,2,6,93.8,2,3,2,0,0,Medium,205,63,Lisboa,Esquerdo
60,17,Defender,4,2,12,95.7,3,4,1,0,0,None,191,66,Lisboa,Esquerdo
84,21,Forward,6,5,15,72.4,4,1,0,0,0,Low,209,63,Faro,Ambidestro
85,32,Midfielder,8,4,11,80.0,2,4,0,0,0,Low,202,95,Porto,Ambidestro
53,22,Defender,9,2,8,96.6,3,2,0,0,0,None,181,70,Lisboa,Direito
78,24,Midfielder,4,5,9,88.7,3,3,0,0,0,Low,194,98,Lisboa,Esquerdo
74,20,Forward,4,2,12,95.5,3,2,0,0,0,High,150,89,Braga,Direito
63,26,Midfielder,4,4,13,76.4,3,0,1,0,0,High,195,50,Braga,Esquerdo
67,26,Defender,7,1,12,95.8,1,2,0,0,0,High,187,78,Faro,Esquerdo
62,19,Forward,8,5,6,99.5,1,1,1,1,0,High,150,99,Lisboa,Direito
80,21,Defender,7,5,9,98.9,1,1,0,0,0,None,166,75,Coimbra,Esquerdo
71,25,Forward,6,2,11,88.9,5,3,3,0,0,None,187,74,Braga,Esquerdo
64,24,Goalkeeper,4,3,14,78.0,2,3,1,1,0,None,204,86,Braga,Esquerdo
81,33,Goalkeeper,5,1,12,99.1,5,1,1,0,0,Medium,155,95,Lisboa,Direito
63,24,Goalkeeper,4,6,6,93.1,1,6,1,0,0,Low,154,91,Braga,Esquerdo
52,26,Midfielder,11,4,13,98.7,3,1,1,0,0,Medium,174,62,Faro,Ambidestro
56,17,Midfielder,4,3,10,76.4,1,0,1,0,0,Medium,153,95,Porto,Esquerdo
63,30,Goalkeeper,4,2,8,78.1,1,2,0,0,0,High,150,85,Coimbra,Esquerdo
76,21,Defender,8,3,13,81.8,2,1,2,0,0,High,200,96,Faro,Direito
55,32,Defender,4,4,7,95.3,3,1,0,0,1,None,199,82,Porto,Ambidestro
75,19,Forward,6,3,8,99.1,3,2,0,0,0,Medium,204,75,Lisboa,Ambidestro
82,23,Defender,8,2,14,70.8,1,4,1,0,1,None,185,88,Braga,Direito
88,17,Defender,1,1,14,85.3,2,2,1,0,0,High,189,52,Porto,Esquerdo
71,24,Midfielder,6,3,8,76.4,0,0,1,0,0,None,182,97,Faro,Direito
66,16,Defender,5,2,7,82.4,3,2,0,0,0,Low,178,99,Lisboa,Ambidestro
90,21,Defender,6,1,13,94.3,3,2,1,0,0,Low,171,99,Lisboa,Direito
92,31,Forward,1,1,9,98.1,3,4,1,1,0,None,166,66,Faro,Direito
76,22,Goalkeeper,10,2,6,77.1,1,1,0,0,1,None,163,92,Porto,Esquerdo
66,31,Goalkeeper,4,6,16,91.4,4,0,1,0,0,None,173,78,Coimbra,Ambidestro
58,21,Midfielder,0,0,9,82.2,3,1,1,0,0,High,167,87,Braga,Esquerdo
81,25,Midfielder,5,3,7,85.0,1,2,3,1,0,Low,204,54,Faro,Direito
61,33,Forward,7,6,13,85.3,2,1,1,0,0,High,168,54,Lisboa,Esquerdo
94,32,Midfielder,6,2,14,78.1,2,1,0,0,0,Medium,165,88,Lisboa,Esquerdo
52,32,Forward,3,0,12,72.9,1,0,0,0,0,None,190,85,Braga,Direito
68,27,Goalkeeper,1,1,17,76.3,0,0,1,1,0,High,193,97,Faro,Direito
93,30,Goalkeeper,7,5,8,77.9,2,2,2,0,0,Low,171,94,Coimbra,Direito
55,21,Forward,7,4,6,78.0,3,0,0,0,0,Low,180,82,Faro,Esquerdo
87,31,Goalkeeper,6,6,10,89.0,2,2,0,1,0,Low,171,65,Coimbra,Direito
80,29,Defender,5,6,11,92.9,2,0,0,0,0,None,158,51,Coimbra,Esquerdo
53,27,Defender,6,8,7,96.8,2,2,2,0,0,None,186,70,Braga,Direito
68,27,Goalkeeper,3,1,6,93.5,4,3,1,0,0,High,190,71,Porto,Esquerdo
96,17,Forward,5,6,9,73.1,2,3,1,0,0,Medium,164,74,Braga,Direito
58,23,Defender,5,1,14,77.6,2,1,0,0,0,High,173,88,Faro,Esquerdo
94,32,Defender,8,4,12,78.1,0,2,2,0,0,Low,190,54,Faro,Direito
65,23,Goalkeeper,3,5,8,86.0,1,3,1,0,0,High,193,59,Lisboa,Esquerdo
63,31,Midfielder,5,3,13,94.2,0,1,2,1,0,None,169,70,Faro,Direito
81,16,Midfielder,5,1,3,95.7,2,2,2,0,0,Low,199,88,Faro,Ambidestro
99,20,Goalkeeper,1,2,14,99.7,1,1,2,1,0,Medium,190,78,Faro,Ambidestro
58,34,Goalkeeper,3,1,7,97.9,1,1,1,0,0,High,189,55,Coimbra,Direito
97,18,Defender,5,1,8,82.2,1,2,0,0,0,High,179,61,Porto,Ambidestro
64,24,Forward,2,5,10,87.3,0,1,1,0,0,Medium,161,67,Faro,Direito
70,26,Forward,7,1,9,73.3,1,4,1,0,0,Low,202,75,Coimbra,Esquerdo
79,21,Defender,2,1,10,73.1,1,2,1,1,0,None,172,89,Faro,Ambidestro
80,22,Defender,4,2,8,80.6,6,1,1,0,0,Medium,183,59,Coimbra,Esquerdo
68,22,Forward,7,1,13,84.6,2,1,1,0,0,Medium,182,69,Braga,Esquerdo
72,20,Midfielder,4,3,7,79.3,4,1,0,0,0,Low,201,80,Coimbra,Direito
90,17,Midfielder,9,5,7,91.5,3,1,0,0,0,None,179,85,Porto,Esquerdo
58,20,Forward,10,1,13,92.8,1,3,1,0,0,Medium,184,83,Faro,Esquerdo
84,21,Goalkeeper,7,3,11,98.8,4,1,3,1,0,High,205,83,Porto,Direito
67,21,Goalkeeper,2,3,8,81.1,0,1,0,0,0,None,170,94,Braga,Esquerdo
91,22,Defender,5,3,15,82.3,3,3,1,1,1,None,199,84,Coimbra,Esquerdo
53,19,Midfielder,5,5,5,95.9,1,1,0,1,0,Low,153,64,Faro,Direito
100,33,Goalkeeper,6,3,4,94.3,2,4,2,0,0,High,178,55,Lisboa,Ambidestro
69,31,Goalkeeper,4,5,15,99.0,3,4,2,0,0,None,168,98,Porto,Direito
90,34,Goalkeeper,9,2,13,78.2,2,3,4,1,0,Low,169,74,Braga,Esquerdo
52,25,Forward,7,1,10,89.0,1,1,1,0,0,Medium,203,83,Lisboa,Esquerdo
77,20,Defender,5,5,18,85.0,1,0,2,0,0,Medium,156,90,Faro,Ambidestro
71,33,Defender,7,1,10,93.7,0,4,0,1,0,Low,195,69,Lisboa,Direito
62,18,Midfielder,2,1,5,91.1,3,2,0,1,0,Medium,162,58,Porto,Ambidestro
61,19,Goalkeeper,7,3,9,76.4,1,1,1,0,0,Medium,181,80,Lisboa,Ambidestro
88,29,Defender,7,3,11,79.3,2,2,1,0,0,Low,172,66,Porto,Esquerdo
85,27,Forward,2,1,9,82.0,0,1,1,0,0,Medium,155,86,Lisboa,Direito
94,29,Forward,7,1,9,76.8,3,4,0,0,0,Low,177,50,Lisboa,Ambidestro
92,20,Forward,4,4,9,80.3,1,4,3,0,0,High,162,99,Braga,Ambidestro
89,33,Goalkeeper,3,3,6,78.5,1,1,3,0,0,Medium,164,56,Porto,Esquerdo
54,22,Forward,5,3,9,72.8,2,4,1,0,0,High,188,55,Faro,Esquerdo
69,31,Goalkeeper,3,1,10,96.2,3,2,3,0,0,None,172,61,Coimbra,Ambidestro
66,18,Defender,8,4,13,73.8,3,3,1,0,0,High,171,50,Coimbra,Ambidestro
88,26,Forward,3,0,20,80.6,1,1,1,0,0,Medium,169,71,Coimbra,Ambidestro
78,33,Goalkeeper,8,1,17,70.7,2,3,1,0,0,Medium,176,80,Lisboa,Direito
56,21,Midfielder,4,2,10,91.8,2,2,0,0,0,None,165,57,Faro,Esquerdo
66,20,Defender,9,5,6,75.8,3,2,0,0,0,None,181,87,Faro,Ambidestro
92,20,Defender,4,0,7,98.0,0,3,1,1,0,Medium,150,92,Faro,Ambidestro
82,31,Goalkeeper,11,3,10,84.2,2,4,0,1,0,Low,209,83,Braga,Esquerdo
100,18,Goalkeeper,5,1,10,71.9,3,1,0,0,0,High,208,51,Faro,Esquerdo
50,27,Defender,2,3,10,94.9,3,3,0,0,0,Medium,207,56,Faro,Esquerdo
80,18,Goalkeeper,4,3,6,78.4,2,3,2,0,0,Low,206,64,Coimbra,Direito
97,17,Forward,5,2,11,80.7,2,3,1,1,0,High,209,78,Porto,Esquerdo
81,30,Goalkeeper,5,2,10,86.3,1,1,2,0,0,High,187,61,Porto,Ambidestro
67,32,Defender,4,2,6,70.2,6,4,1,0,0,Low,181,95,Lisboa,Esquerdo
90,27,Forward,4,2,10,81.6,0,0,0,0,0,Low,192,65,Faro,Esquerdo
92,17,Goalkeeper,2,3,17,70.2,0,2,1,0,0,Low,203,82,Coimbra,Esquerdo
76,17,Forward,5,5,10,78.1,0,1,0,0,0,None,200,68,Braga,Ambidestro
76,29,Goalkeeper,6,5,8,76.5,2,0,2,0,0,None,158,54,Braga,Direito
73,22,Defender,6,3,4,94.4,1,2,0,0,1,Low,159,84,Porto,Esquerdo
65,29,Defender,7,1,8,78.2,1,3,1,0,0,Low,207,71,Porto,Ambidestro
78,22,Forward,6,0,6,98.0,1,2,4,1,0,Medium,167,76,Faro,Ambidestro
82,32,Defender,4,0,7,98.0,2,2,0,1,1,None,165,58,Coimbra,Esquerdo
58,19,Defender,6,5,9,99.4,4,2,0,1,1,Medium,192,81,Coimbra,Esquerdo
100,30,Forward,2,6,13,98.0,1,3,0,0,0,Low,177,80,Lisboa,Esquerdo
91,18,Forward,6,2,10,97.9,0,3,1,1,0,Medium,160,71,Braga,Esquerdo
87,21,Defender,9,7,12,95.6,3,3,2,0,0,High,154,92,Coimbra,Ambidestro
68,23,Forward,2,3,14,91.4,3,3,0,0,0,None,151,89,Lisboa,Direito
77,31,Forward,5,1,15,85.8,2,3,0,0,0,None,184,90,Coimbra,Direito
54,30,Goalkeeper,6,2,7,80.9,3,1,1,1,0,Low,190,71,Coimbra,Ambidestro
87,19,Midfielder,3,1,8,78.4,3,1,3,0,0,Low,181,89,Faro,Direito
95,23,Defender,10,3,9,70.6,2,0,0,0,0,Medium,205,81,Braga,Ambidestro
92,23,Defender,2,2,11,72.1,1,1,0,0,0,None,159,63,Braga,Ambidestro
76,22,Goalkeeper,4,6,2,86.4,1,4,2,0,0,Medium,189,85,Lisboa,Direito
67,33,Defender,7,6,16,88.1,2,6,0,0,0,Low,151,50,Faro,Direito
66,27,Defender,2,2,15,75.1,2,4,0,0,0,Low,209,81,Braga,Ambidestro
67,19,Defender,5,2,8,89.7,0,2,0,0,0,High,156,65,Braga,Ambidestro
79,29,Forward,3,1,12,77.8,0,4,2,0,0,Medium,199,87,Lisboa,Ambidestro
72,20,Defender,8,2,8,80.9,2,2,2,0,0,Low,202,80,Faro,Esquerdo
99,22,Defender,6,3,9,95.9,2,3,0,0,0,High,150,82,Faro,Esquerdo
69,27,Midfielder,4,6,11,91.0,2,4,0,0,0,None,188,85,Porto,Esquerdo
73,30,Goalkeeper,8,7,11,75.9,2,1,0,0,1,None,163,91,Braga,Esquerdo
78,34,Goalkeeper,8,2,9,84.2,1,2,1,0,0,Medium,183,59,Coimbra,Ambidestro
59,28,Forward,5,1,7,86.7,4,5,0,1,0,Low,197,64,Braga,Ambidestro
75,19,Defender,2,1,7,87.0,2,2,0,0,0,High,178,70,Faro,Direito
53,21,Defender,6,1,12,77.5,1,2,0,0,0,High,163,90,Faro,Esquerdo
60,23,Defender,6,4,13,91.5,2,3,1,1,0,None,188,54,Coimbra,Esquerdo
90,30,Defender,4,2,7,73.9,1,4,0,0,1,Medium,196,54,Porto,Direito
87,27,Forward,3,3,5,76.1,2,3,0,0,0,None,173,79,Braga,Esquerdo
85,25,Midfielder,5,4,12,75.4,4,3,1,0,0,Medium,183,80,Coimbra,Direito
96,27,Goalkeeper,8,3,8,99.3,2,4,0,0,0,Medium,174,82,Porto,Esquerdo
68,32,Midfielder,9,2,10,84.1,4,1,1,0,0,Medium,159,82,Coimbra,Direito
92,23,Defender,10,2,6,86.8,3,1,2,0,0,Low,158,84,Porto,Direito
50,17,Midfielder,6,2,12,89.1,1,1,0,0,0,None,154,59,Porto,Ambidestro
97,34,Midfielder,4,4,11,91.7,3,3,0,0,0,Medium,152,51,Porto,Ambidestro
95,16,Goalkeeper,9,5,7,96.5,0,0,1,0,0,Low,160,90,Faro,Esquerdo
94,25,Midfielder,5,3,7,72.3,2,3,0,1,0,High,202,81,Porto,Direito
77,24,Midfielder,7,3,11,90.0,3,3,3,0,0,High,200,65,Braga,Esquerdo
75,34,Midfielder,6,2,9,79.0,3,2,1,0,0,High,196,68,Faro,Direito
62,27,Forward,6,1,8,92.9,2,4,0,0,0,High,189,88,Faro,Ambidestro
96,33,Forward,7,4,9,80.7,2,7,1,0,0,Medium,204,79,Lisboa,Direito
54,31,Forward,5,2,20,83.8,1,1,0,0,0,High,193,64,Porto,Direito
88,19,Midfielder,8,4,13,99.5,1,1,1,0,0,Medium,201,79,Faro,Direito
63,26,Forward,5,5,11,86.5,1,2,1,0,0,High,203,98,Braga,Esquerdo
97,30,Midfielder,2,4,11,92.4,2,1,2,0,0,Medium,188,57,Lisboa,Direito
56,31,Midfielder,6,3,9,73.3,3,1,0,0,0,Medium,150,63,Faro,Esquerdo
69,17,Forward,4,1,11,80.3,2,0,0,0,0,Medium,154,98,Lisboa,Direito
91,28,Defender,2,2,10,99.8,2,1,0,0,0,None,170,55,Coimbra,Direito
57,27,Midfielder,4,6,13,91.1,0,0,1,0,0,Medium,162,92,Porto,Esquerdo
74,23,Midfielder,8,3,14,74.7,1,0,1,1,0,Low,158,59,Lisboa,Ambidestro
59,27,Goalkeeper,1,8,7,98.5,1,3,0,0,0,High,178,57,Faro,Direito
95,29,Forward,3,4,14,97.8,1,3,0,0,0,Low,189,84,Braga,Esquerdo
94,18,Goalkeeper,4,1,13,82.5,1,2,0,0,0,Medium,173,76,Lisboa,Esquerdo
98,17,Midfielder,6,3,11,93.1,1,1,1,0,0,High,177,85,Coimbra,Direito
95,32,Goalkeeper,4,4,3,76.0,3,4,2,0,0,Low,162,70,Coimbra,Ambidestro
92,17,Midfielder,4,3,10,99.1,2,3,1,0,0,Medium,205,77,Porto,Ambidestro
91,32,Goalkeeper,4,3,13,85.2,3,7,1,0,0,Low,197,50,Coimbra,Esquerdo
93,17,Midfielder,4,4,13,81.0,3,4,0,1,0,Low,154,60,Coimbra,Esquerdo
88,17,Forward,4,0,4,83.7,1,1,1,1,0,Medium,175,59,Lisboa,Direito
59,28,Goalkeeper,9,3,15,85.2,5,1,0,0,0,High,172,87,Faro,Ambidestro
87,22,Goalkeeper,6,2,12,74.6,1,5,1,0,1,Low,169,75,Braga,Direito
78,24,Defender,3,3,17,78.2,1,1,0,1,0,High,209,98,Porto,Direito
86,24,Defender,7,2,12,91.1,4,2,1,0,0,Medium,155,73,Porto,Ambidestro
66,29,Forward,8,1,18,97.7,1,4,3,0,0,Medium,185,51,Coimbra,Direito
84,26,Midfielder,6,2,17,71.3,3,2,3,0,0,None,203,80,Porto,Ambidestro
74,34,Defender,8,5,6,90.3,4,2,0,0,0,High,192,95,Porto,Esquerdo
71,16,Forward,3,5,20,75.9,4,2,1,0,0,Low,170,87,Braga,Esquerdo
63,20,Forward,6,5,14,85.0,2,4,4,0,0,Medium,187,55,Lisboa,Esquerdo
71,16,Midfielder,3,4,11,77.1,0,1,2,0,0,High,201,59,Faro,Esquerdo
98,21,Midfielder,9,1,16,93.9,2,1,0,1,0,High,154,82,Coimbra,Direito
84,31,Goalkeeper,5,6,6,98.9,0,0,2,0,0,Low,191,98,Braga,Direito
72,31,Goalkeeper,5,1,10,70.7,1,1,2,0,1,High,159,50,Porto,Esquerdo
73,28,Forward,3,2,3,97.8,1,3,2,0,0,Medium,154,96,Porto,Ambidestro
52,29,Forward,9,2,6,82.5,5,0,2,0,0,None,153,81,Lisboa,Esquerdo
62,26,Forward,6,2,10,87.9,0,2,0,0,0,None,173,81,Coimbra,Esquerdo
89,25,Goalkeeper,2,4,5,88.6,0,3,1,0,0,High,178,95,Lisboa,Ambidestro
61,32,Defender,8,3,7,79.9,2,1,0,0,0,High,164,84,Faro,Ambidestro
98,22,Midfielder,2,5,9,89.1,4,1,0,1,0,High,155,83,Porto,Direito
61,19,Forward,5,2,7,94.4,2,3,3,0,0,None,191,90,Braga,Direito
76,32,Goalkeeper,8,1,9,71.7,0,2,0,0,0,Medium,162,65,Coimbra,Direito
80,16,Goalkeeper,3,5,14,77.0,2,3,3,0,0,Medium,168,88,Braga,Ambidestro
65,17,Midfielder,3,3,11,79.5,2,6,4,1,0,None,183,69,Braga,Direito
88,34,Defender,11,4,9,99.8,1,3,1,1,0,High,158,52,Faro,Ambidestro
74,16,Forward,3,2,8,76.4,3,0,0,0,0,Medium,161,62,Braga,Direito
87,27,Midfielder,5,4,12,75.6,4,1,2,0,0,High,167,88,Faro,Direito
97,34,Goalkeeper,3,6,11,87.2,0,2,1,0,0,High,162,95,Porto,Ambidestro
96,34,Defender,5,2,7,99.3,0,0,0,0,0,Low,152,84,Lisboa,Ambidestro
95,31,Forward,5,2,12,85.8,2,1,1,0,0,None,162,67,Faro,Direito
77,31,Goalkeeper,4,6,10,98.9,0,6,2,1,0,None,175,99,Faro,Direito
98,23,Goalkeeper,2,3,6,79.6,2,3,0,0,0,Low,177,78,Braga,Esquerdo
82,28,Midfielder,6,5,6,76.8,2,5,1,0,0,Medium,180,56,Coimbra,Esquerdo
78,29,Goalkeeper,4,2,9,74.9,4,0,1,0,0,High,183,95,Faro,Direito
81,34,Forward,2,2,8,88.4,3,2,2,1,0,Low,186,86,Braga,Ambidestro
70,30,Goalkeeper,8,3,14,70.6,4,5,0,0,0,Medium,194,81,Lisboa,Direito
96,30,Midfielder,5,3,5,94.1,3,2,1,0,0,Low,198,84,Braga,Ambidestro
90,23,Midfielder,12,4,15,90.2,5,4,0,0,0,None,199,60,Coimbra,Direito
54,28,Defender,6,5,9,83.9,2,1,3,0,0,Medium,182,83,Coimbra,Ambidestro
84,27,Defender,8,3,11,99.2,1,2,0,0,0,Low,170,96,Coimbra,Direito
70,28,Goalkeeper,3,3,4,87.2,0,2,0,1,0,Low,165,85,Coimbra,Esquerdo
92,31,Goalkeeper,2,2,15,94.0,0,1,0,0,0,None,180,84,Braga,Esquerdo
61,27,Goalkeeper,4,2,10,96.0,1,1,0,0,0,High,161,51,Braga,Direito
78,29,Defender,5,2,9,98.7,4,1,3,0,0,None,191,56,Lisboa,Ambidestro
65,30,Defender,2,3,9,98.8,2,3,0,0,0,None,197,85,Porto,Esquerdo
92,34,Goalkeeper,9,4,12,73.8,0,1,0,0,0,High,160,94,Braga,Esquerdo
