Diferenca de Golos da Equipa da Casa,Golos Marcados pela Equipa da Casa_5J,Golos Marcados pela Equipa Fora_5J,Golos Sofridos pela Equipa da Casa_5J,Golos Sofridos pela Equipa Fora_5J,Taxa de Vitorias da Equipa da Casa_10J,Taxa de Vitorias da Equipa Fora_10J,Posicao da Equipa da Casa na Liga,Posicao da Equipa Fora na Liga,Distancia Percorrida_Equipa Fora,Temperatura no Dia do Jogo,Numero de Espectadores,Golos da Equipa da Casa,Golos da Equipa Fora
1,2.130284423,1.409525109,1.772523855,0.684397863,0.392769195,0.235953366,9,4,758,20,26969,2,1
-7,1.449803248,2.314897929,0.932860011,1.495493461,0.90922308,0.211169827,19,10,107,19,17449,0,7
0,1.299825592,0.789590007,1.057323312,1.25102256,0.22191296,0.526023785,7,4,824,14,27249,2,2
1,0.763838536,0.300445698,1.292381335,1.347337338,0.624435634,0.4724851,14,11,844,22,32695,2,1
-1,1.956600962,0.878850404,1.46487031,1.627263539,0.605355394,0.806090325,19,9,256,19,39187,0,1
1,2.605652167,0.823682076,0.820416975,1.321317812,0.816149048,0.081133244,10,2,472,20,44062,1,0
1,0.601272098,1.194866161,1.626777825,0.090357377,0.712519635,0.918223477,17,16,773,16,48915,1,0
1,0.968283531,0.889048459,1.633638934,1.564975057,0.354260101,0.309606521,1,12,814,15,14684,1,0
-1,1.160203479,1.657343182,1.57368416,1.044983816,0.863750677,0.267287477,8,10,983,12,34970,1,2
1,1.217841045,1.516640791,1.265483733,1.135486684,0.483930098,0.931416336,4,3,92,26,45151,2,1
0,1.613672975,0.544473708,2.163301598,1.748151804,0.518535951,0.292215732,13,20,559,25,37186,1,1
2,2.307124774,1.610665697,0.958315334,1.900842499,0.195539092,0.435139819,12,17,982,29,29003,3,1
2,2.004298643,1.145157349,1.2614484,1.585691976,0.211377306,0.563239391,13,16,249,27,1818,2,0
1,1.763798691,-0.029998382,1.966341705,1.373103611,0.833228095,0.608609222,5,2,605,13,34307,2,1
0,1.138035648,1.54820283,1.63643598,1.663874024,0.762058162,0.681168756,13,11,448,10,5894,1,1
0,0.940185883,0.373322443,1.729073618,1.87902184,0.457885621,0.085221856,10,11,370,19,31759,1,1
-1,1.101612347,1.927258197,0.900253546,1.245962486,0.890247509,0.936386341,6,18,889,21,23701,0,1
0,2.274033401,1.184115852,2.196582935,1.681058096,0.346020779,0.882298114,13,2,701,25,49236,2,2
-4,1.469128349,1.081679818,1.175566067,1.953255596,0.513702573,0.680860307,16,7,559,16,15880,0,4
-1,1.276581873,1.60393591,0.828226237,1.32822236,0.731552895,0.704972102,3,10,912,25,38257,2,3
0,1.408122135,1.252194738,0.622493494,0.78808656,0.137420796,0.992523854,6,4,845,23,2563,1,1
2,1.91230911,1.722097006,1.217118361,1.07731064,0.690855833,0.928205809,4,14,90,16,4408,2,0
-1,0.843575163,1.486788055,2.205172292,1.377678713,0.380960926,0.541324421,16,20,958,14,42748,0,1
2,2.207437068,1.020393116,2.121097229,2.591240303,0.667499569,0.130790016,15,19,414,26,5847,2,0
0,1.578238128,2.021928465,1.034604854,1.217844522,0.842363012,0.119005,1,17,387,29,17398,4,4
2,1.391828011,0.043648254,1.458882444,0.976663536,0.896840826,0.989797332,20,19,486,16,22252,3,1
1,1.721423057,0.882872484,0.886272898,1.992476979,0.86982492,0.59053478,2,11,648,19,49164,1,0
1,1.609198537,0.695442161,0.536294364,0.418736945,0.31725279,0.146367496,8,16,137,25,45392,1,0
1,1.327901772,1.038064148,1.809978449,1.280879721,0.501299001,0.825331513,12,6,298,28,3363,2,1
-2,1.373644664,1.279972177,0.85300966,1.244576285,0.486233581,0.002147865,4,18,634,14,1665,0,2
0,1.065568727,1.203799841,0.741569589,1.759018872,0.476301323,0.319037601,16,3,995,18,28739,2,2
-1,1.828195375,1.847893856,1.976980118,1.255473917,0.990656651,0.997485926,15,1,772,23,34744,0,1
0,1.234003095,1.256916171,1.430447534,0.854582248,0.132866999,0.696894196,11,9,105,18,8856,1,1
-4,1.021870789,1.607614253,0.548727104,1.576649159,0.806884726,0.690896015,13,3,952,23,3672,0,4
-1,1.582931761,0.852317428,1.282476792,0.930892271,0.319940687,0.167285528,5,17,914,13,6366,0,1
1,2.164570641,0.830139716,2.118503925,1.684470502,0.136550601,0.921129945,9,13,158,29,9140,1,0
1,1.475827688,1.317744237,1.19882249,1.218693655,0.947114082,0.701510144,9,8,564,19,46957,1,0
-1,1.195949372,1.192361494,0.805756536,1.464604709,0.549993853,0.136357288,17,7,134,14,8800,0,1
3,1.70194801,1.768951854,0.906154615,0.743667407,0.739736477,0.654305091,20,3,74,14,2641,3,0
-1,2.468356231,0.952200001,1.451521433,1.191846396,0.410421986,0.190690675,14,9,724,18,41213,0,1
-3,0.774047235,1.53679494,0.87282227,0.970513056,0.694343857,0.155212265,5,5,275,25,13335,0,3
3,1.691101394,1.257864468,0.26201166,1.383065418,0.019074365,0.152244398,8,15,913,24,7333,3,0
-1,1.602543313,1.862654094,1.7037371,0.896787122,0.463236262,0.184723747,7,15,506,12,11669,1,2
2,2.080766902,1.176301257,1.304620875,1.471649854,0.383561644,0.717747574,19,5,433,18,19460,2,0
6,1.995454587,1.237459789,0.925687085,0.76402901,0.192842686,0.825419891,20,2,350,20,47371,6,0
1,1.406645444,1.756333539,1.765309194,1.633444242,0.101977143,0.115430645,13,12,815,13,33209,1,0
-2,0.657741372,0.527258905,2.061436688,1.247345678,0.516250968,0.120455915,5,8,781,26,27901,0,2
0,1.903281884,1.48289563,1.831297781,1.351137667,0.936572438,0.266930442,20,3,488,24,1415,0,0
-1,1.082403655,1.041313382,0.768059052,1.511715457,0.300093162,0.222819657,15,10,308,12,20064,1,2
1,1.026629795,0.868809291,1.750025216,1.376461385,0.545838374,0.998663234,16,12,186,11,13993,1,0
0,2.07417529,1.669536438,1.78866267,1.923467446,0.826435556,0.572219535,3,16,917,24,47454,1,1
0,1.044574811,1.024843641,2.045743134,0.748872261,0.222398864,0.750876113,17,6,124,22,47884,0,0
5,2.20142237,1.461231709,0.822909928,0.965313296,0.725963004,0.994467533,19,19,101,20,5035,5,0
0,1.667922361,2.050926667,1.240597583,1.33594471,0.863443566,0.552680719,19,3,504,29,13994,2,2
0,1.6595592,1.795865175,1.326003175,1.827932343,0.76891845,0.636914404,5,1,936,12,35262,0,0
0,1.65363239,2.464300953,0.938458604,1.812144132,0.011552734,0.254719978,12,9,448,19,28008,2,2
2,0.680788187,0.70861428,1.526006562,2.346349713,0.690868634,0.828299268,19,16,100,20,24561,2,0
2,0.611805692,0.324234429,0.990408968,2.460295743,0.442260549,0.956295166,19,1,561,29,36451,2,0
-1,1.607776527,1.362932209,0.822742831,1.232795827,0.692119524,0.30636483,19,9,756,15,37639,0,1
-2,1.78400368,1.794705805,1.394228208,1.776882848,0.110526182,0.103771784,2,15,893,13,10450,1,3
-1,1.541305516,1.339690915,1.45308285,1.327936149,0.412157916,0.995630548,7,9,463,25,25210,0,1
-1,1.089232741,-0.057558891,1.523830218,1.02588163,0.460584009,0.936949499,13,4,986,14,13192,0,1
0,1.509461052,1.323087783,1.320905273,1.620947209,0.153541065,0.753032947,2,7,733,11,44450,1,1
-2,1.458982923,1.18758649,1.234521592,1.424622953,0.005622445,0.072504046,19,15,835,14,34927,2,4
-1,1.021420951,1.630537961,1.509023599,1.592885192,0.580225922,0.468930714,10,17,115,27,25486,1,2
2,2.006986077,0.493737584,1.930681973,1.724796853,0.145936639,0.864314844,5,14,650,15,17672,2,0
-1,0.634861969,1.69969196,0.919530757,0.930182897,0.665344933,0.877882997,16,19,97,13,12221,0,1
1,1.794371203,0.470720308,1.484294975,0.263693821,0.722953077,0.61208485,8,13,81,26,25887,2,1
-2,1.692161703,0.5888994,1.199361465,1.662675168,0.029727209,0.088012908,1,10,150,19,18837,0,2
0,2.004855927,-0.097947743,1.053193217,0.713684433,0.690301626,0.817297122,7,15,67,18,39902,1,1
-1,0.997344064,2.081820861,1.87990355,1.753326036,0.3798585,0.820148283,13,10,780,14,7467,1,2
2,1.550703573,0.007532924,1.486850893,1.847066996,0.903401707,0.548705332,12,12,362,18,1532,5,3
-1,2.585582475,1.631879218,1.228912495,1.948621061,0.754426809,0.63260444,8,11,526,25,34712,2,3
0,1.831037144,1.111953246,1.424758973,0.791484125,0.274518597,0.205983673,17,1,794,24,25874,0,0
-1,1.550290604,1.034645549,0.87203952,2.13632716,0.042846029,0.596604673,12,14,192,26,1471,0,1
-1,1.769580637,1.857277835,0.951775067,2.034666004,0.603881736,0.997618363,13,14,442,21,31009,0,1
-1,1.543088421,1.457467884,1.181258454,1.76560517,0.525487286,0.007508934,16,17,555,10,18146,0,1
-1,2.595449007,1.491543631,0.837165143,0.687505054,0.651549156,0.786947597,18,8,469,19,30509,4,5
-2,1.991818098,2.397398934,0.436681183,1.18581329,0.374542339,0.191598795,4,7,340,17,10763,1,3
1,1.457192523,1.865230345,1.434780975,0.754949266,0.203585378,0.164178853,19,4,670,15,20089,2,1
-3,1.626165716,2.576988933,0.596293229,2.383422574,0.14988407,0.973741643,12,4,932,17,23894,0,3
2,1.304601002,0.633046079,1.703401659,1.734554996,0.573984406,0.435836508,13,9,816,21,8478,2,0
1,2.104925063,0.305125195,1.623596701,0.621290718,0.358022121,0.699506042,3,16,522,21,1612,2,1
-1,0.796947614,1.240265698,1.003795216,1.626341419,0.436064259,0.109407938,6,8,740,27,12950,0,1
0,0.697630735,1.326125612,1.355867799,0.98779078,0.309575177,0.017546986,11,15,898,20,9297,0,0
1,2.229357375,1.324566867,1.418300026,1.177327879,0.157001108,0.65938995,4,5,97,23,15720,2,1
0,2.576559896,1.531544249,0.578525908,2.06106144,0.997366707,0.512242455,4,6,477,28,6668,0,0
3,1.734152454,1.327194909,1.735588827,1.255358632,0.800168605,0.511502352,19,16,889,11,6316,3,0
1,1.556368971,1.111514738,2.058751677,1.514482951,0.611452721,0.294928638,18,14,83,14,43664,2,1
0,1.828633845,1.473032351,1.161867829,0.876051827,0.983513854,0.967070229,19,3,981,14,16081,2,2
-1,1.176473237,1.116203968,0.65158687,1.63805842,0.718560238,0.509062233,11,11,106,28,25046,0,1
0,1.585621773,1.521744157,0.685026154,1.272433562,0.18683988,0.698520642,9,11,327,13,29805,1,1
-2,1.519454353,1.814339874,1.789545273,1.183347524,0.279148599,0.872179205,9,14,759,15,13410,0,2
1,1.813282125,0.050230053,0.990105202,0.838113879,0.013525713,0.965648883,17,17,332,29,40484,1,0
1,0.721000736,1.05364943,1.402806098,1.846437824,0.374940354,0.025674432,3,1,899,28,6059,1,0
2,1.246482615,1.522195542,1.894337096,0.647960663,0.905160615,0.148948601,1,1,173,28,39101,3,1
1,1.922497802,0.696623017,1.63487372,0.916171035,0.271406055,0.463723326,11,9,705,19,20114,2,1
-1,1.162203086,2.041759165,1.354356781,2.617709817,0.881269075,0.291908899,20,10,832,20,48312,1,2
-1,1.003319312,1.696565881,1.9332088,1.533983331,0.69680377,0.919191753,12,9,170,15,9733,1,2
-1,2.521036075,1.436459537,1.395540841,1.813880486,0.373092697,0.597196128,11,16,956,11,31111,1,2
0,1.519059,0.628368121,1.149702568,1.564620985,0.626095331,0.699033561,13,7,773,21,15418,2,2
1,1.21054093,0.828169986,1.60257992,1.306583903,0.893940346,0.887681812,15,2,526,19,33791,1,0
0,0.653814781,1.071993249,1.366899837,1.719961422,0.00133669,0.483409523,3,11,222,17,8102,0,0
-1,1.864673173,1.672235565,2.449352205,1.412305096,0.167831497,0.735301076,15,13,171,19,14639,0,1
-1,1.849568077,1.595566303,1.150543393,1.131741627,0.779195963,0.799638152,19,16,850,10,4128,0,1
0,1.3506202,2.017311116,1.326675574,0.252282624,0.538256014,0.743922318,6,12,82,15,18329,1,1
2,0.948884905,1.134886815,2.01684855,1.865523963,0.162664681,0.265174683,3,9,508,27,13900,2,0
3,1.487725288,0.685531419,1.480135545,1.338374013,0.722399767,0.928501031,10,19,708,28,49614,3,0
1,1.082071966,1.204270936,0.555111993,1.021776067,0.086851076,0.872239619,10,19,982,15,9560,3,2
-1,1.028953206,0.5334353,2.283468174,1.195702102,0.086257983,0.096835774,15,16,661,15,42657,0,1
0,1.448393624,1.789005329,2.173730035,1.939933305,0.618223054,0.815847476,8,2,872,24,22791,0,0
0,0.974304801,0.724996385,1.655038275,1.600524995,0.692215005,0.908636043,1,17,744,25,25796,1,1
-1,1.623324478,1.53771864,1.447482563,1.381606633,0.333769195,0.68693672,3,15,607,29,39109,0,1
0,1.803996255,1.703359979,1.274279882,1.95846177,0.246444079,0.575333304,10,20,872,18,31316,0,0
0,1.080183776,0.787809001,1.121086349,0.908771033,0.492958991,0.895060673,14,10,570,28,28282,0,0
0,0.815877452,0.67581739,1.479107473,1.37403333,0.347262327,0.114844601,9,15,222,26,11237,1,1
0,2.280639799,0.24541648,0.626207706,1.980083768,0.730922073,0.665600188,9,4,312,26,31486,1,1
0,1.029864882,1.224893456,1.312763666,1.139751653,0.316754502,0.225185798,4,8,925,22,21645,1,1
-3,1.170028647,1.321447859,0.916926857,0.699635657,0.930974976,0.681502876,17,1,948,29,22122,2,5
3,1.606508584,1.246506178,1.616542331,1.55423288,0.469132305,0.399489235,13,7,954,18,28652,4,1
2,1.799684686,1.28735937,2.016616209,1.980311048,0.166737758,0.248238972,9,15,770,22,35474,2,0
2,1.371841553,1.052971032,1.758474993,1.294517847,0.3947954,0.729906365,17,19,241,29,48814,2,0
-1,1.730397164,0.277931421,1.741965593,1.60873568,0.473948124,0.440211547,3,11,221,28,12164,1,2
1,1.299506921,0.871772221,1.67596357,1.781488503,0.35520924,0.823922642,2,12,862,27,29113,1,0
1,1.014414668,0.512602494,1.237881992,1.889234321,0.510104563,0.160848393,7,19,733,16,48039,1,0
4,2.21315843,1.052471279,1.115443657,1.721931434,0.893470403,0.742367327,20,5,734,10,39808,5,1
2,2.744220807,0.904418084,0.886069111,2.051707345,0.457810858,0.521521714,13,17,494,18,37678,2,0
1,2.347984767,0.700154425,1.47173457,1.428266536,0.42231956,0.192274616,5,16,296,24,30212,1,0
2,1.57090332,0.677351846,2.041584586,1.340928363,0.342444192,0.404158368,13,18,201,15,14074,2,0
4,2.416717681,0.788286501,1.718338876,1.547722281,0.546523391,0.427350047,10,5,375,18,23145,5,1
2,1.677851758,0.546422726,1.836962421,1.396110184,0.809683407,0.753960467,4,15,116,29,30149,2,0
1,1.261356865,1.425976329,1.803602911,0.23476798,0.833846429,0.054262789,4,1,827,19,7396,3,2
2,1.733189787,1.779452218,0.991236997,1.050354718,0.849130501,0.379958711,3,13,923,24,35626,2,0
-1,1.452803747,0.936372192,0.63455431,1.346104779,0.935169081,0.426139251,14,3,882,13,3865,0,1
0,1.008440908,1.407205254,1.856050363,2.225064034,0.864266697,0.285482028,3,4,850,26,23224,1,1
0,1.050839014,1.690340681,0.891750208,0.826317191,0.852131024,0.457325495,2,1,576,18,15165,0,0
-2,1.901025869,2.092377562,1.741784526,1.169565896,0.754611691,0.828443857,3,4,193,26,20370,1,3
2,0.576734009,0.692735132,0.803051476,1.407825744,0.047265437,0.664741886,15,15,154,19,17617,2,0
-1,1.80206837,1.485610386,1.799927233,2.033607299,0.687674578,0.755222158,4,15,715,14,18547,0,1
1,0.685208199,0.900973617,1.53080971,1.61173726,0.38536196,0.934004885,19,19,571,11,29791,1,0
0,0.439411778,1.451481019,0.731484289,1.491102611,0.087412715,0.020398228,9,6,612,28,45817,0,0
1,0.580576698,1.169357279,1.753134033,1.616606089,0.887329196,0.756091533,2,20,484,14,41275,1,0
2,2.483381986,1.581225251,1.862859268,1.625847759,0.147149438,0.069287604,3,9,884,23,31046,2,0
1,1.401883018,0.538684675,0.340299365,1.782658896,0.73915678,0.471311695,10,9,428,23,26548,1,0
-1,1.54329159,0.982694399,1.438249815,2.203521197,0.191744915,0.55278688,18,14,688,15,27170,0,1
-2,2.209627523,1.502823318,1.586877728,1.912659194,0.172212217,0.919762499,15,3,614,29,3993,1,3
-1,1.967089874,1.175075026,2.033468052,1.270480618,0.556036384,0.439185128,16,18,829,28,41979,1,2
1,0.804247365,1.010812265,2.013367871,0.876041334,0.342936621,0.986699902,18,15,285,24,48381,2,1
-1,1.934503171,0.449054853,1.804055664,0.595553471,0.108498075,0.287696195,10,19,783,27,7629,1,2
2,1.592090632,1.23140049,1.675936357,1.491182473,0.174542823,0.642691624,18,16,217,14,29557,2,0
1,1.329160951,1.513263111,1.768711852,0.916062414,0.0239975,0.229479679,16,9,700,16,46355,1,0
-2,1.512145457,1.616698921,1.60110949,1.006759102,0.493344241,0.606814211,14,14,188,25,24763,0,2
2,2.13990601,1.357024005,1.781841445,1.389351303,0.251406728,0.232662781,12,13,902,24,42420,2,0
1,1.057016759,1.221236133,1.605243878,1.699881488,0.80853781,0.732720817,11,6,782,20,11218,1,0
2,1.70044284,0.219997147,1.902210229,0.741962773,0.631997015,0.633502605,5,9,973,14,10798,4,2
2,1.495171382,1.952678926,1.783894909,0.924699039,0.093517138,0.381034107,7,3,695,25,31011,4,2
1,0.601417692,0.210993046,1.017631671,1.65004934,0.385870532,0.224964884,5,10,396,18,8793,1,0
0,1.098873414,0.90711619,1.805283875,1.303463795,0.252279513,0.924728369,18,2,529,28,44401,0,0
2,1.596606777,1.542071016,1.143888135,0.799641752,0.369250743,0.717507494,11,10,550,10,39627,3,1
2,2.148671045,1.505734187,1.466749622,0.913866274,0.583687187,0.381133025,6,2,817,17,42068,3,1
-2,2.000665509,0.549047377,0.348321516,0.949418132,0.781066086,0.322596146,17,6,166,19,17778,1,3
0,1.798606252,1.327003355,0.81847863,1.854376415,0.357644379,0.889117638,15,8,912,20,46012,1,1
-3,1.092362169,1.656391622,1.432612038,0.854084069,0.056494571,0.923975657,7,15,324,13,21121,1,4
3,2.400606995,1.420893258,1.559952176,1.382296232,0.486380515,0.266459051,11,2,933,23,5091,3,0
-1,1.607620234,1.841820719,0.722954634,0.674266058,0.142791841,0.254307302,2,20,490,11,41821,2,3
1,0.996817239,1.251998289,1.668057631,1.87950037,0.180892131,0.761692199,1,17,362,22,9074,1,0
-1,1.40854751,1.807015932,1.93691185,1.73010876,0.965332371,0.443963109,15,13,770,27,24759,1,2
2,1.948124213,0.922535127,1.394038335,2.08788254,0.618453338,0.787788114,14,10,625,21,22761,2,0
-3,1.503808749,0.950724563,0.151327276,0.888699149,0.05295254,0.230345404,11,17,451,12,7693,1,4
0,1.943432343,1.514625058,1.56457542,0.991794821,0.156910236,0.673775048,12,1,272,27,2851,0,0
-1,2.051846979,1.384293492,1.300467595,0.875820796,0.347990274,0.395844678,19,6,782,16,30924,1,2
0,1.700265342,1.757857224,0.998785318,1.558660553,0.912361306,0.351812007,12,7,475,29,32137,1,1
-2,1.071148688,1.976168785,1.188342185,1.150509003,0.357165941,0.876902179,10,12,232,29,16202,0,2
-1,1.567727332,0.039749145,2.066553376,2.1525386,0.816352314,0.594842694,16,7,443,28,48131,0,1
3,1.522582928,1.49416735,0.805754922,0.723069719,0.613675236,0.169884847,8,12,328,26,29275,4,1
1,2.429673167,0.362820547,2.053904617,1.226126834,0.954200794,0.122745574,20,11,899,29,16041,1,0
-1,0.686839031,0.509598504,1.669917655,0.755799375,0.263169993,0.153727392,4,2,427,14,38114,0,1
-1,1.432588774,0.625679139,2.49437759,1.670660018,0.731602615,0.962957358,19,15,901,25,42225,1,2
1,1.207953227,0.972951962,1.143993509,1.352396739,0.881046965,0.625014109,4,11,403,20,25148,1,0
-1,1.66755281,1.053359107,1.571674891,0.127402875,0.829886902,0.112206931,2,6,522,12,21456,1,2
2,0.28121782,0.653098302,1.314448119,1.824842525,0.307502144,0.936067815,11,9,569,14,46990,3,1
3,2.05746228,1.823532916,1.199392693,0.994863043,0.850843127,0.283030486,19,6,60,14,35333,3,0
3,1.506874244,1.274154161,1.828187975,1.58195764,0.929472048,0.905907287,5,2,324,12,30799,3,0
2,0.577649418,0.503728684,1.322776585,1.901935292,0.327529442,0.764923845,1,3,983,19,17920,2,0
1,1.319443433,0.783441741,1.246299535,1.802247134,0.717100735,0.984353051,3,3,379,11,3366,1,0
0,1.804481171,1.066668427,0.82820891,1.538488049,0.702140301,0.070052738,12,4,550,17,23266,1,1
1,0.704276062,1.952854463,1.72372929,0.997825101,0.995442765,0.874854148,8,7,669,16,5774,1,0
-2,1.501611108,0.796559695,2.357547403,0.870864882,0.974150875,0.551937274,6,2,837,22,18683,0,2
0,0.971263176,0.655705083,1.039195787,1.882012259,0.648585491,0.405256309,8,11,859,27,39187,1,1
1,1.222007484,2.39580049,1.611173861,0.923749011,0.534950781,0.580321693,10,6,121,19,37720,3,2
1,1.513369191,0.997880795,1.058200552,1.525274212,0.06327453,0.111324425,1,11,944,25,47255,2,1
0,1.591725127,0.961461797,1.316197281,2.270903491,0.083316144,0.600017369,9,20,803,29,6430,0,0
-1,1.264628751,1.121772864,1.366622428,1.961974805,0.27376428,0.973229859,6,18,240,19,40905,0,1
0,1.636398195,0.871226633,0.994141628,1.284353429,0.470920705,0.257845855,8,5,974,13,45254,2,2
2,1.908988804,1.343567019,1.941093662,1.695029928,0.235383447,0.408623766,3,1,641,19,1328,3,1
1,1.360542862,1.198223001,1.641488988,1.549411866,0.178840494,0.554237466,10,3,409,28,9788,1,0
-1,2.215783879,1.147056507,2.197642001,0.937055583,0.332376607,0.421991148,13,12,879,11,45786,0,1
3,2.231107085,1.274411074,2.036768259,1.026561453,0.051158347,0.107564616,11,7,726,17,32193,4,1
-3,1.285648967,1.380268981,1.285928387,1.737718481,0.239408494,0.255433603,14,10,205,18,14222,0,3
0,1.181079722,-0.045828107,1.467214817,0.83427668,0.080640162,0.448968905,8,6,518,19,42528,1,1
1,0.667913507,0.449906171,1.324946541,2.527852043,0.529769851,0.997481315,5,15,886,16,25509,1,0
-1,1.436715334,1.407518442,0.937331667,1.553816468,0.51880152,0.28497574,7,1,897,17,7441,0,1
1,1.31828111,1.610120318,1.205862334,1.457093778,0.120182508,0.23851163,1,18,66,23,38575,2,1
2,1.88952561,0.450758743,1.675007694,1.004490817,0.711026169,0.082298923,9,14,176,23,22135,4,2
0,0.745169197,1.82534953,1.454234202,1.859066967,0.196178817,0.171382702,5,9,161,16,14150,1,1
1,1.361304304,0.738017675,0.67019508,1.253775361,0.873367317,0.770948637,4,15,219,23,8219,2,1
1,1.984372197,0.715540055,1.549915412,1.497720199,0.754830315,0.318288677,4,14,959,27,23936,1,0
0,1.134821452,0.862648585,1.150678419,1.355436062,0.95964377,0.005201964,2,17,312,11,44711,0,0
1,1.118819232,0.718741697,1.69233664,1.888336124,0.954142412,0.02447024,20,20,758,19,16804,2,1
1,0.776529833,1.245988696,1.039239773,1.837359453,0.54001403,0.557722194,8,11,969,25,2867,1,0
-1,2.810286923,2.09441077,1.506356582,0.887037842,0.43401423,0.957255536,20,19,926,20,38145,2,3
0,1.126263411,1.04081259,0.5883208,1.749535214,0.185324874,0.176044988,2,17,157,22,21710,1,1
-2,0.849826584,0.419186286,1.479591098,1.651979863,0.748775944,0.175534693,12,9,648,13,37886,1,3
0,1.098074798,1.590423776,1.705042981,1.275746323,0.284305145,0.221914084,4,18,83,14,35214,1,1
1,1.11285246,1.163738251,1.633694146,0.822019257,0.998285933,0.833882753,7,4,483,13,15320,1,0
