Publico Presente,Time da Casa,Time Visitante,Dia da Semana,Posicao do Time da Casa no Campeonato,Posicao do Time Visitante no Campeonato,Popularidade do Time da Casa,Popularidade do Time Visitante,Importancia do Jogo,Cor do Uniforme da Casa,Cor do Uniforme Visitante,Distancia entre Cidades (km),Previsao do Tempo,Dia Nacional
34061,Team D,Team D,Wednesday,7,7,2.1,6.2,Medium,Vermelho,Azul,415,Neve,Sim
34928,Team C,Team C,Tuesday,4,9,8.9,1.9,Low,Branco,Azul,489,Neve,Nao
36652,Team C,Team C,Wednesday,3,17,3.2,1.9,Low,Branco,Vermelho,784,Ensolarado,Nao
52966,Team B,Team C,Monday,13,1,3.7,3.1,Medium,Branco,Branco,337,Neve,Nao
41865,Team B,Team C,Monday,1,2,8.3,10,Medium,Branco,Vermelho,411,Chuvoso,Nao
18558,Team B,Team C,Wednesday,4,9,3.6,1,Low,Verde,Azul,93,Nublado,Nao
35920,Team B,Team A,Wednesday,4,17,7.4,3.5,Low,Verde,Amarelo,462,Neve,Nao
21656,Team C,Team A,Thursday,20,18,5.6,9.8,Medium,Amarelo,Amarelo,580,Nublado,Nao
29551,Team A,Team D,Tuesday,19,10,9.4,6.8,Medium,Azul,Azul,96,Nublado,Nao
57532,Team C,Team A,Tuesday,4,7,9.1,9.7,Medium,Vermelho,Branco,448,Chuvoso,Nao
11572,Team A,Team A,Tuesday,10,2,4.3,1,Low,Vermelho,Branco,960,Neve,Nao
43396,Team A,Team C,Sunday,8,18,7.5,4.4,High,Amarelo,Azul,85,Nublado,Sim
8222,Team A,Team C,Sunday,7,17,8.2,5.2,Low,Vermelho,Verde,210,Chuvoso,Sim
43068,Team C,Team B,Wednesday,11,14,4.5,3.1,High,Azul,Amarelo,375,Chuvoso,Sim
-1442,Team D,Team B,Sunday,7,7,4.8,5.7,Medium,Verde,Vermelho,95,Chuvoso,Sim
25964,Team B,Team D,Sunday,7,17,10,7.2,Medium,Azul,Azul,708,Nublado,Sim
34345,Team B,Team B,Saturday,18,18,4.6,3.7,Low,Branco,Verde,915,Neve,Nao
33924,Team D,Team C,Friday,4,2,6.2,5.6,High,Branco,Amarelo,321,Nublado,Nao
35207,Team C,Team A,Thursday,12,9,3.8,6.8,Low,Amarelo,Verde,751,Ensolarado,Nao
16855,Team C,Team D,Wednesday,13,20,7.8,9.1,Medium,Azul,Azul,373,Ensolarado,Nao
34023,Team D,Team D,Wednesday,20,20,6,3.5,Medium,Vermelho,Amarelo,532,Neve,Sim
-3417,Team A,Team A,Friday,7,16,1.1,7.1,Low,Amarelo,Amarelo,448,Chuvoso,Sim
27988,Team C,Team D,Tuesday,2,1,2.6,9.8,Low,Amarelo,Branco,85,Chuvoso,Nao
18240,Team A,Team B,Sunday,9,12,9.8,2,Medium,Vermelho,Azul,774,Chuvoso,Sim
29680,Team C,Team D,Sunday,20,13,8,1.9,Low,Azul,Azul,631,Ensolarado,Sim
12887,Team D,Team C,Tuesday,17,14,2.3,3.9,Low,Vermelho,Azul,509,Chuvoso,Nao
38501,Team B,Team C,Monday,8,14,4.6,2.5,Medium,Azul,Verde,373,Nublado,Sim
-4890,Team B,Team B,Tuesday,11,11,6.1,8.6,High,Amarelo,Amarelo,770,Neve,Sim
35707,Team B,Team B,Sunday,4,20,1.6,2.2,Medium,Verde,Azul,186,Nublado,Nao
12242,Team C,Team B,Tuesday,10,5,4.5,7,Low,Amarelo,Verde,629,Neve,Sim
7345,Team D,Team A,Thursday,6,6,4.5,5.2,High,Verde,Azul,105,Ensolarado,Nao
43128,Team A,Team D,Wednesday,6,1,9.1,3.2,High,Branco,Branco,55,Chuvoso,Sim
23186,Team B,Team D,Tuesday,15,14,1.6,2.2,Medium,Azul,Azul,533,Chuvoso,Sim
21966,Team A,Team D,Sunday,4,1,4.6,1.8,Medium,Verde,Azul,290,Neve,Sim
6090,Team B,Team B,Monday,7,1,2.5,6.3,Low,Verde,Azul,346,Ensolarado,Nao
11321,Team A,Team A,Sunday,20,1,3.3,1.6,High,Vermelho,Branco,160,Nublado,Nao
27440,Team C,Team C,Monday,1,4,7.7,9.5,High,Vermelho,Verde,717,Nublado,Sim
21532,Team C,Team A,Friday,15,13,8,7.3,Medium,Branco,Azul,823,Ensolarado,Sim
32507,Team A,Team B,Friday,16,11,7.6,4.2,Medium,Branco,Azul,463,Nublado,Nao
27315,Team C,Team D,Thursday,15,11,7.1,7.7,Low,Azul,Azul,197,Ensolarado,Nao
34888,Team A,Team A,Monday,5,4,6.9,4,Low,Branco,Amarelo,811,Nublado,Nao
49836,Team C,Team C,Friday,13,2,4.2,8.8,Low,Branco,Amarelo,430,Chuvoso,Sim
18670,Team C,Team B,Wednesday,11,6,7.7,2.4,Medium,Azul,Azul,486,Ensolarado,Sim
27964,Team A,Team D,Tuesday,1,12,2.8,3.5,Medium,Amarelo,Branco,971,Ensolarado,Nao
52436,Team B,Team B,Sunday,14,4,4.6,6.3,Low,Amarelo,Branco,230,Ensolarado,Nao
27529,Team B,Team C,Sunday,20,5,5.6,2.9,Low,Branco,Azul,390,Chuvoso,Nao
17105,Team D,Team B,Tuesday,18,3,6.1,2.1,Low,Verde,Vermelho,186,Nublado,Sim
42299,Team D,Team D,Tuesday,1,1,9.9,7.1,High,Azul,Amarelo,729,Ensolarado,Nao
9289,Team B,Team A,Tuesday,1,13,2.2,3.2,Medium,Azul,Vermelho,586,Neve,Sim
-131,Team A,Team A,Wednesday,20,13,5.4,4.1,Low,Amarelo,Azul,196,Ensolarado,Nao
8998,Team D,Team C,Friday,7,12,6.4,6,Low,Vermelho,Branco,247,Ensolarado,Nao
24158,Team B,Team D,Saturday,8,14,3.2,3.6,Medium,Azul,Amarelo,627,Ensolarado,Nao
8066,Team C,Team B,Monday,15,4,3.1,7.7,Low,Verde,Verde,625,Nublado,Nao
20873,Team B,Team A,Sunday,17,14,4.3,9.6,Medium,Azul,Verde,149,Nublado,Nao
9199,Team D,Team D,Monday,19,9,6.3,6,High,Azul,Amarelo,370,Nublado,Sim
-5795,Team C,Team B,Thursday,17,18,1.4,3,Low,Verde,Azul,795,Neve,Nao
19853,Team B,Team C,Saturday,9,1,3.9,5.7,Medium,Azul,Branco,483,Nublado,Nao
49683,Team B,Team B,Saturday,8,9,6.7,9.8,High,Vermelho,Amarelo,675,Chuvoso,Nao
53516,Team A,Team B,Sunday,3,18,6.6,9.4,Medium,Vermelho,Branco,528,Neve,Sim
19355,Team C,Team D,Thursday,16,19,2.4,3.3,Medium,Verde,Verde,361,Ensolarado,Nao
45694,Team C,Team C,Friday,8,7,4.8,3.6,Low,Amarelo,Amarelo,669,Ensolarado,Nao
47586,Team C,Team A,Thursday,2,18,2.7,4.7,Low,Amarelo,Vermelho,807,Nublado,Sim
20983,Team B,Team D,Saturday,3,3,8.1,2.1,Medium,Azul,Azul,887,Nublado,Nao
29671,Team B,Team A,Thursday,9,3,7.9,7.2,Medium,Verde,Amarelo,744,Nublado,Sim
22740,Team D,Team B,Thursday,16,13,8.3,8.4,High,Azul,Azul,491,Nublado,Sim
42036,Team A,Team A,Wednesday,20,18,1.4,8.9,Medium,Azul,Branco,608,Nublado,Sim
51661,Team D,Team D,Wednesday,5,9,1.9,8.2,Low,Vermelho,Vermelho,343,Chuvoso,Nao
36072,Team A,Team D,Tuesday,19,19,3.5,7.6,High,Amarelo,Verde,125,Chuvoso,Sim
8700,Team D,Team D,Tuesday,7,16,6.6,5.3,Low,Azul,Vermelho,511,Neve,Sim
31248,Team A,Team A,Sunday,4,3,1.1,7.9,Medium,Amarelo,Branco,172,Nublado,Nao
37925,Team D,Team C,Tuesday,16,4,4.4,6.1,Low,Branco,Amarelo,580,Nublado,Nao
26941,Team B,Team C,Thursday,17,6,7,3.5,High,Amarelo,Verde,146,Neve,Sim
56771,Team A,Team C,Thursday,11,10,5.9,5.3,Low,Branco,Amarelo,158,Chuvoso,Nao
37562,Team C,Team B,Saturday,8,8,4.1,8.4,Low,Verde,Azul,69,Chuvoso,Nao
5928,Team A,Team D,Wednesday,17,19,2.4,7,High,Azul,Branco,355,Ensolarado,Sim
29627,Team D,Team D,Monday,14,6,8.8,5.7,High,Vermelho,Azul,393,Nublado,Sim
30132,Team B,Team C,Friday,17,2,4.9,7.5,Medium,Verde,Branco,279,Ensolarado,Sim
-3951,Team A,Team A,Saturday,5,10,4.6,8.7,Low,Azul,Amarelo,569,Chuvoso,Sim
26977,Team C,Team D,Friday,5,10,6.6,8.5,Low,Branco,Vermelho,54,Chuvoso,Sim
54000,Team C,Team C,Friday,6,18,5.2,9.7,High,Vermelho,Verde,281,Nublado,Nao
47698,Team C,Team A,Saturday,8,2,2.9,5,High,Azul,Vermelho,388,Chuvoso,Nao
15969,Team B,Team C,Sunday,3,11,1.3,6.6,High,Amarelo,Azul,213,Chuvoso,Nao
61247,Team C,Team B,Monday,5,8,2.6,7.1,High,Azul,Verde,250,Nublado,Sim
19533,Team A,Team A,Saturday,5,19,4,5.4,High,Amarelo,Branco,719,Nublado,Nao
24410,Team D,Team B,Friday,14,20,7.3,2.1,Medium,Branco,Amarelo,868,Neve,Sim
21087,Team D,Team D,Friday,13,13,6.4,7.7,High,Amarelo,Verde,72,Ensolarado,Sim
41254,Team A,Team A,Sunday,2,12,9.1,4.5,Medium,Verde,Branco,911,Neve,Nao
32710,Team D,Team C,Thursday,15,15,3.4,1.4,High,Verde,Azul,156,Nublado,Sim
40543,Team C,Team D,Friday,9,6,9.1,4.3,Low,Azul,Amarelo,77,Ensolarado,Sim
22916,Team B,Team B,Saturday,6,19,1.2,8.8,Medium,Vermelho,Azul,70,Ensolarado,Sim
31861,Team D,Team A,Friday,5,20,8.5,7.8,Low,Amarelo,Branco,772,Ensolarado,Nao
21853,Team C,Team B,Sunday,13,5,4.7,7.1,Low,Verde,Branco,928,Neve,Sim
18943,Team D,Team A,Tuesday,19,2,7.3,6.4,High,Branco,Amarelo,779,Ensolarado,Nao
26749,Team A,Team A,Thursday,15,18,4,2.4,Medium,Branco,Amarelo,453,Nublado,Sim
10163,Team A,Team B,Wednesday,2,18,7.2,9.1,High,Verde,Amarelo,197,Chuvoso,Nao
21576,Team D,Team A,Thursday,3,10,9.2,9.8,High,Azul,Amarelo,138,Ensolarado,Sim
14922,Team D,Team B,Saturday,16,5,5.5,6.1,Medium,Azul,Verde,167,Neve,Nao
46548,Team C,Team B,Friday,3,1,6.8,2.6,High,Amarelo,Azul,887,Nublado,Sim
22980,Team D,Team B,Monday,9,13,8,9,High,Verde,Amarelo,783,Chuvoso,Sim
-7998,Team B,Team B,Tuesday,18,18,3.2,8.9,Low,Verde,Verde,359,Nublado,Sim
37772,Team D,Team C,Wednesday,5,4,1.7,10,High,Azul,Verde,778,Ensolarado,Sim
46154,Team A,Team B,Saturday,12,5,3.8,5.8,Medium,Vermelho,Vermelho,492,Nublado,Sim
34061,Team B,Team B,Saturday,12,2,3.7,6.7,Low,Vermelho,Verde,614,Ensolarado,Nao
20996,Team D,Team D,Sunday,1,8,7.2,4.8,Low,Branco,Branco,241,Ensolarado,Nao
39835,Team C,Team A,Thursday,20,13,9.6,7.5,High,Branco,Azul,889,Nublado,Sim
33019,Team D,Team D,Tuesday,1,14,3.1,3.8,High,Verde,Vermelho,232,Neve,Nao
39913,Team A,Team B,Wednesday,2,17,5.3,7.3,High,Vermelho,Azul,770,Nublado,Nao
4310,Team A,Team D,Monday,12,12,2,8.2,Low,Azul,Branco,987,Chuvoso,Sim
22034,Team A,Team A,Friday,19,19,6.9,4.1,Low,Branco,Vermelho,700,Chuvoso,Sim
241,Team A,Team B,Saturday,1,6,8.5,9.9,Medium,Azul,Azul,507,Ensolarado,Nao
11979,Team D,Team C,Monday,7,19,7,2.4,Low,Branco,Vermelho,75,Ensolarado,Nao
19876,Team A,Team A,Sunday,19,8,5.7,3.1,High,Amarelo,Vermelho,551,Nublado,Sim
16227,Team A,Team D,Friday,19,20,5,6.5,High,Amarelo,Branco,368,Chuvoso,Sim
12322,Team C,Team A,Sunday,14,17,5.7,4.8,High,Amarelo,Amarelo,281,Nublado,Nao
13932,Team D,Team D,Wednesday,20,16,2.1,9.8,High,Branco,Amarelo,962,Neve,Nao
28119,Team A,Team D,Tuesday,4,15,3,9.9,Low,Branco,Azul,84,Nublado,Nao
3771,Team A,Team C,Sunday,2,17,4.1,1.2,High,Verde,Amarelo,261,Nublado,Nao
11086,Team C,Team B,Wednesday,8,1,4.8,4.1,Low,Azul,Branco,691,Chuvoso,Sim
29202,Team A,Team C,Thursday,13,5,2.2,5.2,Low,Verde,Branco,706,Nublado,Nao
6245,Team A,Team C,Monday,8,8,8.9,3.2,High,Verde,Amarelo,225,Neve,Nao
11646,Team C,Team C,Tuesday,17,20,4.2,7,High,Vermelho,Amarelo,159,Chuvoso,Sim
22883,Team A,Team A,Saturday,9,2,8.8,1.6,Medium,Vermelho,Amarelo,377,Neve,Nao
39359,Team A,Team C,Saturday,6,8,7,8.9,Medium,Verde,Azul,278,Ensolarado,Sim
38963,Team C,Team D,Friday,6,13,8.1,7.1,Medium,Vermelho,Vermelho,216,Neve,Sim
12847,Team A,Team A,Wednesday,4,2,5.9,2.7,High,Vermelho,Branco,414,Nublado,Nao
18278,Team C,Team D,Tuesday,20,10,9.6,4,Medium,Vermelho,Branco,688,Neve,Sim
32088,Team A,Team D,Saturday,6,4,9.6,6.4,Medium,Azul,Verde,873,Ensolarado,Sim
27469,Team D,Team D,Sunday,17,8,5.1,3.6,Low,Verde,Verde,356,Neve,Nao
39432,Team D,Team B,Wednesday,4,6,8.2,4.3,High,Amarelo,Verde,752,Ensolarado,Sim
30816,Team A,Team B,Monday,9,14,9.9,9.3,Low,Verde,Verde,530,Nublado,Sim
4853,Team D,Team B,Monday,13,12,7.7,8,High,Amarelo,Branco,718,Neve,Nao
39112,Team D,Team D,Thursday,6,12,5.1,5.8,High,Verde,Azul,53,Ensolarado,Nao
19627,Team D,Team A,Wednesday,3,2,2.7,1.2,High,Amarelo,Branco,654,Neve,Sim
37897,Team C,Team D,Wednesday,19,19,2,3,Medium,Azul,Branco,252,Neve,Nao
53474,Team D,Team D,Sunday,15,15,1.1,3.4,High,Branco,Branco,325,Chuvoso,Sim
55946,Team B,Team C,Monday,18,16,9.1,2.2,Low,Vermelho,Amarelo,966,Neve,Sim
27534,Team C,Team A,Friday,5,3,9.6,2.8,Low,Vermelho,Branco,126,Neve,Nao
6773,Team B,Team B,Friday,15,14,6.4,8.2,Low,Vermelho,Azul,537,Nublado,Nao
4709,Team D,Team D,Wednesday,9,16,5.2,8.3,Medium,Branco,Branco,913,Ensolarado,Nao
17468,Team D,Team C,Thursday,9,7,7.9,8.5,High,Vermelho,Amarelo,603,Chuvoso,Nao
24417,Team B,Team A,Wednesday,20,10,1.4,3.7,Low,Branco,Branco,150,Ensolarado,Nao
9125,Team A,Team C,Wednesday,16,17,2.3,2.2,Low,Verde,Vermelho,944,Neve,Sim
18279,Team D,Team D,Wednesday,20,6,4.8,2.6,High,Vermelho,Verde,930,Neve,Sim
-8218,Team C,Team C,Wednesday,19,14,4.4,3.2,High,Vermelho,Azul,220,Nublado,Nao
36427,Team B,Team C,Saturday,19,7,2.1,5.8,High,Azul,Verde,899,Nublado,Nao
44669,Team B,Team A,Friday,6,3,4.6,7.7,Low,Verde,Branco,607,Neve,Sim
22095,Team D,Team C,Sunday,15,6,4.8,5.7,High,Azul,Azul,154,Ensolarado,Sim
12359,Team B,Team B,Thursday,6,8,8.9,8.3,High,Vermelho,Vermelho,72,Neve,Sim
363,Team B,Team A,Sunday,19,12,7.5,2,Medium,Azul,Vermelho,750,Neve,Nao
25179,Team C,Team A,Friday,10,17,3,6.4,Low,Verde,Amarelo,503,Chuvoso,Sim
14777,Team A,Team B,Saturday,16,19,9.1,4.6,Low,Vermelho,Verde,312,Chuvoso,Sim
30489,Team A,Team B,Tuesday,4,17,7.2,2.5,Medium,Branco,Branco,566,Chuvoso,Sim
33275,Team B,Team D,Tuesday,14,19,5.7,9.6,High,Branco,Vermelho,808,Ensolarado,Nao
18534,Team A,Team A,Tuesday,11,15,8.3,6.6,High,Verde,Amarelo,517,Nublado,Nao
38500,Team B,Team C,Monday,12,18,4.8,2.7,Low,Azul,Branco,970,Ensolarado,Nao
34305,Team A,Team B,Saturday,4,14,7.3,1.7,Medium,Amarelo,Verde,717,Nublado,Nao
22430,Team A,Team D,Thursday,15,17,5.6,9.1,Medium,Amarelo,Azul,369,Nublado,Sim
44120,Team C,Team D,Friday,19,13,8.3,7.9,Medium,Vermelho,Verde,962,Ensolarado,Sim
3823,Team B,Team B,Sunday,1,13,1.1,2.9,Low,Verde,Branco,606,Neve,Sim
-1437,Team C,Team D,Saturday,10,10,7.2,5.3,High,Vermelho,Azul,511,Chuvoso,Sim
14124,Team D,Team B,Saturday,19,17,8.8,8.8,High,Branco,Amarelo,902,Chuvoso,Nao
42986,Team A,Team C,Thursday,14,5,4.5,2.6,High,Amarelo,Branco,993,Nublado,Nao
53665,Team D,Team D,Tuesday,2,13,1.1,1.7,Medium,Verde,Azul,206,Chuvoso,Sim
7793,Team B,Team C,Friday,5,6,3.2,4.7,High,Verde,Verde,821,Ensolarado,Nao
17487,Team B,Team A,Saturday,5,14,4.6,3.3,High,Branco,Amarelo,552,Nublado,Nao
-1179,Team B,Team C,Monday,20,14,1.9,9.4,High,Azul,Vermelho,571,Chuvoso,Sim
26418,Team D,Team D,Sunday,14,10,3.7,2.2,High,Verde,Verde,869,Ensolarado,Nao
43623,Team D,Team A,Wednesday,18,19,4.3,1.5,Medium,Branco,Azul,534,Ensolarado,Sim
59543,Team B,Team A,Sunday,16,3,2.1,8.3,High,Verde,Vermelho,499,Nublado,Sim
22884,Team B,Team D,Sunday,1,16,3.7,6.1,Low,Branco,Amarelo,870,Nublado,Nao
3279,Team D,Team B,Friday,1,18,4.1,8.9,High,Branco,Branco,640,Neve,Nao
39527,Team B,Team A,Monday,9,6,5.8,3.3,High,Azul,Verde,826,Ensolarado,Sim
43205,Team A,Team D,Friday,3,4,4.8,7.9,Low,Vermelho,Vermelho,902,Neve,Sim
-2009,Team B,Team D,Friday,6,1,4.6,2.9,Medium,Verde,Amarelo,629,Ensolarado,Sim
59889,Team A,Team A,Thursday,5,9,4.8,4.5,High,Branco,Vermelho,491,Ensolarado,Sim
38302,Team C,Team B,Sunday,10,10,4.7,9.2,High,Azul,Azul,83,Chuvoso,Sim
10638,Team D,Team D,Wednesday,15,16,4,2.2,Low,Branco,Verde,681,Neve,Nao
13470,Team A,Team A,Tuesday,5,9,5.5,4.5,Low,Azul,Branco,168,Ensolarado,Sim
24005,Team D,Team A,Thursday,3,15,4.1,4.7,Medium,Vermelho,Amarelo,595,Ensolarado,Sim
9748,Team D,Team C,Monday,17,4,1.9,1.6,Low,Amarelo,Amarelo,364,Ensolarado,Nao
37237,Team C,Team D,Monday,5,18,6.5,1.3,Medium,Vermelho,Vermelho,563,Neve,Nao
16234,Team B,Team D,Tuesday,6,12,2.5,8.2,Low,Amarelo,Azul,105,Neve,Sim
40804,Team A,Team D,Saturday,18,7,7.1,3,Low,Amarelo,Amarelo,804,Chuvoso,Nao
27378,Team A,Team A,Tuesday,2,13,7.6,4.3,Medium,Vermelho,Vermelho,745,Neve,Sim
10179,Team A,Team D,Wednesday,13,6,4.1,3.9,Low,Azul,Branco,474,Ensolarado,Nao
16814,Team C,Team C,Sunday,9,11,3.1,2.3,Low,Vermelho,Azul,239,Nublado,Sim
16928,Team B,Team D,Wednesday,5,19,7.8,3.8,Low,Vermelho,Verde,505,Chuvoso,Sim
21593,Team D,Team A,Thursday,11,19,9.8,3.7,Low,Vermelho,Amarelo,70,Nublado,Sim
34924,Team D,Team B,Wednesday,18,13,4.3,1.7,Low,Azul,Branco,441,Chuvoso,Nao
23622,Team A,Team A,Tuesday,7,20,3.9,2.4,Medium,Amarelo,Verde,564,Neve,Nao
39698,Team D,Team B,Tuesday,15,4,4.6,2.6,High,Amarelo,Branco,944,Nublado,Sim
48244,Team C,Team C,Sunday,16,5,5.3,9.1,Low,Azul,Branco,370,Neve,Nao
15829,Team A,Team C,Wednesday,20,16,1.5,6.5,High,Branco,Azul,583,Ensolarado,Nao
2515,Team A,Team C,Monday,14,15,7,2.5,High,Verde,Azul,128,Chuvoso,Sim
18266,Team A,Team B,Friday,3,16,3.9,7.6,Medium,Azul,Branco,807,Nublado,Nao
22017,Team A,Team B,Thursday,7,17,1.4,2.4,Medium,Vermelho,Verde,109,Chuvoso,Nao
55605,Team C,Team B,Sunday,11,12,7.8,9.2,Low,Amarelo,Verde,319,Chuvoso,Nao
25116,Team D,Team A,Thursday,1,14,5.3,7.9,Medium,Vermelho,Amarelo,993,Ensolarado,Nao
30373,Team B,Team D,Friday,8,12,2.9,2.4,Low,Amarelo,Verde,836,Neve,Sim
7098,Team B,Team D,Saturday,3,12,4.4,1.6,High,Verde,Branco,483,Neve,Sim
30318,Team A,Team A,Thursday,17,3,2.3,1.3,High,Verde,Azul,633,Chuvoso,Nao
35844,Team C,Team C,Saturday,6,6,4.6,3.7,High,Verde,Azul,432,Nublado,Sim
6143,Team B,Team C,Wednesday,3,8,2.1,7.9,Medium,Vermelho,Verde,246,Nublado,Sim
43770,Team B,Team D,Sunday,14,7,5.5,9.7,High,Verde,Vermelho,593,Ensolarado,Sim
29870,Team D,Team D,Tuesday,4,13,7.7,6.5,Medium,Amarelo,Vermelho,352,Neve,Sim
42226,Team A,Team A,Wednesday,6,16,4.2,6.8,Medium,Branco,Vermelho,707,Neve,Nao
40570,Team D,Team A,Wednesday,2,4,2.4,4.5,Medium,Amarelo,Verde,259,Nublado,Nao
8336,Team D,Team D,Saturday,16,6,7.4,5.2,Medium,Azul,Verde,404,Neve,Nao
55993,Team A,Team A,Tuesday,6,5,7.7,5.2,Medium,Azul,Vermelho,670,Nublado,Nao
29417,Team C,Team D,Friday,14,13,5.5,5.9,Medium,Azul,Azul,906,Neve,Sim
8155,Team D,Team C,Friday,6,7,4.8,9.5,High,Branco,Azul,167,Ensolarado,Nao
26746,Team B,Team A,Friday,19,19,4.1,2.7,High,Amarelo,Branco,267,Ensolarado,Nao
26077,Team A,Team A,Sunday,16,15,1.7,8.1,Medium,Verde,Amarelo,373,Neve,Sim
8275,Team C,Team C,Friday,2,9,6.5,1.8,Low,Amarelo,Amarelo,927,Ensolarado,Sim
18147,Team C,Team D,Friday,3,8,2.6,9.4,Low,Verde,Vermelho,101,Ensolarado,Nao
16889,Team C,Team A,Tuesday,11,3,6.1,7.1,High,Vermelho,Azul,113,Ensolarado,Nao
-4051,Team B,Team A,Wednesday,2,12,4.6,2.6,High,Amarelo,Branco,265,Chuvoso,Nao
2111,Team D,Team B,Wednesday,19,7,4.4,5.6,Low,Amarelo,Vermelho,551,Chuvoso,Nao
64100,Team D,Team D,Sunday,16,15,7.3,8.8,High,Vermelho,Amarelo,964,Nublado,Nao
38863,Team B,Team A,Friday,16,10,3.7,8.1,Medium,Branco,Azul,183,Ensolarado,Sim
10644,Team B,Team A,Sunday,1,15,7.5,8.1,High,Branco,Azul,426,Chuvoso,Sim
-8561,Team C,Team C,Thursday,20,9,1.8,1.8,Medium,Verde,Branco,218,Nublado,Nao
22587,Team C,Team D,Saturday,5,20,2.6,7.4,High,Branco,Verde,681,Ensolarado,Sim
12294,Team D,Team D,Sunday,9,16,2.4,6.9,High,Azul,Branco,850,Nublado,Nao
36400,Team A,Team D,Friday,3,7,8.2,4.3,Medium,Verde,Vermelho,309,Ensolarado,Nao
14782,Team D,Team A,Wednesday,2,1,3.4,5.8,Low,Azul,Verde,525,Chuvoso,Nao
46716,Team D,Team D,Wednesday,4,8,2.2,2.7,Low,Verde,Azul,913,Ensolarado,Sim
21632,Team D,Team C,Wednesday,13,2,7.2,4.2,Medium,Azul,Amarelo,751,Nublado,Sim
30690,Team D,Team B,Monday,8,13,6.5,1.5,Low,Azul,Amarelo,612,Neve,Nao
16913,Team A,Team B,Wednesday,17,2,9.2,2,High,Branco,Verde,149,Chuvoso,Sim
28879,Team B,Team A,Saturday,8,7,8.9,7.3,Medium,Verde,Amarelo,899,Ensolarado,Nao
20186,Team D,Team D,Tuesday,11,15,4.4,1.5,Medium,Branco,Amarelo,309,Ensolarado,Sim
31745,Team B,Team C,Thursday,18,13,9,7.4,Low,Amarelo,Azul,330,Ensolarado,Sim
13019,Team A,Team D,Friday,6,1,7.5,4.1,High,Branco,Azul,963,Neve,Nao
57860,Team B,Team B,Monday,2,18,4.8,4.5,Low,Verde,Branco,418,Nublado,Sim
23742,Team A,Team C,Thursday,11,2,5.4,8.6,Low,Verde,Vermelho,827,Neve,Nao
36123,Team A,Team D,Sunday,16,7,7.3,2,Medium,Amarelo,Vermelho,353,Ensolarado,Sim
15061,Team D,Team B,Friday,19,18,3.2,3.8,Medium,Vermelho,Azul,437,Ensolarado,Nao
48371,Team A,Team C,Monday,3,19,3.8,9,Medium,Verde,Amarelo,811,Neve,Nao
-872,Team C,Team C,Monday,19,16,7.8,5.9,Low,Branco,Vermelho,445,Chuvoso,Sim
34428,Team B,Team D,Saturday,6,5,2.3,7.7,High,Azul,Branco,567,Chuvoso,Nao
10881,Team D,Team C,Thursday,18,20,8.1,6.7,Medium,Branco,Verde,177,Chuvoso,Sim
29620,Team C,Team B,Saturday,17,14,3.2,3.5,Low,Azul,Azul,938,Neve,Sim
31172,Team B,Team C,Thursday,13,7,4.9,9.9,High,Azul,Verde,427,Nublado,Nao
686,Team C,Team B,Wednesday,12,3,3.1,1.8,Medium,Verde,Verde,83,Neve,Sim
23538,Team D,Team D,Friday,12,7,5.4,6.2,Low,Azul,Branco,400,Chuvoso,Nao
9342,Team B,Team D,Sunday,19,16,2.7,3.9,High,Vermelho,Vermelho,992,Nublado,Sim
17740,Team B,Team B,Sunday,7,8,9.7,7.4,High,Vermelho,Azul,609,Ensolarado,Sim
20012,Team A,Team C,Friday,3,7,5,7.2,Medium,Azul,Vermelho,732,Nublado,Sim
17829,Team C,Team D,Tuesday,20,16,9.8,1.1,Low,Vermelho,Branco,363,Ensolarado,Sim
26536,Team C,Team B,Thursday,10,13,5.2,3.6,Low,Branco,Azul,423,Ensolarado,Nao
36215,Team B,Team C,Monday,1,17,9.3,9.7,High,Branco,Azul,593,Neve,Nao
19399,Team C,Team B,Friday,13,10,4,3.5,High,Verde,Branco,311,Chuvoso,Sim
25234,Team B,Team D,Thursday,12,11,1.2,4.5,Low,Verde,Vermelho,311,Ensolarado,Nao
-4320,Team B,Team B,Tuesday,19,5,4,8.5,Low,Branco,Amarelo,981,Nublado,Sim
5063,Team A,Team C,Monday,4,9,3.9,7.2,Medium,Vermelho,Amarelo,813,Ensolarado,Sim
-7986,Team B,Team C,Wednesday,12,19,5.5,9.9,Low,Verde,Azul,381,Nublado,Sim
16496,Team C,Team C,Thursday,15,1,8.5,7.6,High,Verde,Branco,512,Nublado,Sim
58993,Team D,Team D,Tuesday,5,13,2.4,8.8,Medium,Amarelo,Branco,144,Neve,Nao
7520,Team A,Team A,Thursday,12,20,1.4,1.1,Medium,Verde,Verde,142,Ensolarado,Nao
46343,Team D,Team D,Thursday,5,6,1.8,2.3,Medium,Azul,Azul,569,Ensolarado,Sim
19879,Team B,Team B,Saturday,14,10,7.5,2.4,Medium,Branco,Branco,369,Ensolarado,Nao
-5256,Team A,Team D,Saturday,2,3,9.8,7.5,High,Branco,Amarelo,647,Chuvoso,Sim
24439,Team A,Team C,Wednesday,7,12,7.9,8.4,Medium,Amarelo,Verde,122,Chuvoso,Nao
39637,Team B,Team A,Thursday,4,14,5.8,9.1,High,Verde,Amarelo,969,Neve,Nao
13983,Team C,Team C,Thursday,9,15,6.9,6.6,Low,Branco,Azul,514,Chuvoso,Sim
